time,closeAsk,closeBid,volume,BNP.EURUSD - EUR/USD_x
2015-08-14T10:19:00.000000Z,1.1162109375,1.115234375,25.0,1.115234375
2015-08-14T10:20:00.000000Z,1.1162109375,1.1162109375,77.0,1.1162109375
2015-08-14T10:21:00.000000Z,1.1162109375,1.1162109375,121.0,1.1162109375
2015-08-14T10:22:00.000000Z,1.1162109375,1.1162109375,64.0,1.1162109375
2015-08-14T10:23:00.000000Z,1.1162109375,1.1162109375,80.0,1.1162109375
2015-08-14T10:24:00.000000Z,1.1162109375,1.1162109375,92.0,1.1162109375
2015-08-14T10:25:00.000000Z,1.1162109375,1.1162109375,38.0,1.1162109375
2015-08-14T10:26:00.000000Z,1.1162109375,1.1162109375,63.0,1.1162109375
2015-08-14T10:27:00.000000Z,1.1162109375,1.1162109375,111.0,1.1162109375
2015-08-14T10:28:00.000000Z,1.1162109375,1.1162109375,147.0,1.1162109375
2015-08-14T10:29:00.000000Z,1.1162109375,1.1162109375,67.0,1.1162109375
2015-08-14T10:30:00.000000Z,1.1171875,1.1162109375,154.0,1.1171875
2015-08-14T10:31:00.000000Z,1.1171875,1.1162109375,79.0,1.1171875
2015-08-14T10:32:00.000000Z,1.1162109375,1.1162109375,139.0,1.1162109375
2015-08-14T10:33:00.000000Z,1.1171875,1.1162109375,46.0,1.1171875
2015-08-14T10:34:00.000000Z,1.1171875,1.1162109375,42.0,1.1171875
2015-08-14T10:35:00.000000Z,1.1171875,1.1162109375,56.0,1.1171875
2015-08-14T10:36:00.000000Z,1.1162109375,1.1162109375,26.0,1.1162109375
2015-08-14T10:37:00.000000Z,1.1171875,1.1171875,101.0,1.1171875
2015-08-14T10:38:00.000000Z,1.1171875,1.1171875,168.0,1.1171875
2015-08-14T10:39:00.000000Z,1.1171875,1.1171875,62.0,1.1171875
2015-08-14T10:40:00.000000Z,1.1171875,1.1171875,66.0,1.1171875
2015-08-14T10:41:00.000000Z,1.1171875,1.1171875,113.0,1.1171875
2015-08-14T10:42:00.000000Z,1.1171875,1.1171875,67.0,1.1171875
2015-08-14T10:43:00.000000Z,1.1171875,1.1171875,47.0,1.1171875
2015-08-14T10:44:00.000000Z,1.1171875,1.1171875,46.0,1.1171875
2015-08-14T10:45:00.000000Z,1.1171875,1.1171875,15.0,1.1171875
2015-08-14T10:46:00.000000Z,1.1171875,1.1171875,99.0,1.1171875
2015-08-14T10:47:00.000000Z,1.1171875,1.1171875,54.0,1.1171875
2015-08-14T10:48:00.000000Z,1.1171875,1.1171875,53.0,1.1171875
2015-08-14T10:49:00.000000Z,1.1171875,1.1171875,51.0,1.1171875
2015-08-14T10:50:00.000000Z,1.1171875,1.1171875,53.0,1.1171875
2015-08-14T10:51:00.000000Z,1.1171875,1.1162109375,84.0,1.1171875
2015-08-14T10:52:00.000000Z,1.1162109375,1.1162109375,70.0,1.1162109375
2015-08-14T10:53:00.000000Z,1.1162109375,1.1162109375,71.0,1.1162109375
2015-08-14T10:54:00.000000Z,1.1171875,1.1171875,68.0,1.1171875
2015-08-14T10:55:00.000000Z,1.1171875,1.1171875,42.0,1.1171875
2015-08-14T10:56:00.000000Z,1.1171875,1.1171875,115.0,1.1171875
2015-08-14T10:57:00.000000Z,1.1171875,1.1171875,31.0,1.1171875
2015-08-14T10:58:00.000000Z,1.1171875,1.1171875,81.0,1.1171875
2015-08-14T10:59:00.000000Z,1.1171875,1.1171875,120.0,1.1171875
2015-08-14T11:00:00.000000Z,1.1171875,1.1171875,157.0,1.1171875
2015-08-14T11:01:00.000000Z,1.1171875,1.1171875,57.0,1.1171875
2015-08-14T11:02:00.000000Z,1.1171875,1.1171875,120.0,1.1171875
2015-08-14T11:03:00.000000Z,1.1171875,1.1171875,117.0,1.1171875
2015-08-14T11:04:00.000000Z,1.1171875,1.1171875,77.0,1.1171875
2015-08-14T11:05:00.000000Z,1.1181640625,1.1171875,123.0,1.1171875
2015-08-14T11:06:00.000000Z,1.1181640625,1.1181640625,95.0,1.1181640625
2015-08-14T11:07:00.000000Z,1.1171875,1.1171875,163.0,1.1171875
2015-08-14T11:08:00.000000Z,1.1181640625,1.1171875,91.0,1.1171875
2015-08-14T11:09:00.000000Z,1.1181640625,1.1181640625,115.0,1.1181640625
2015-08-14T11:10:00.000000Z,1.1181640625,1.1181640625,166.0,1.1181640625
2015-08-14T11:11:00.000000Z,1.1181640625,1.1181640625,216.0,1.1181640625
2015-08-14T11:12:00.000000Z,1.1181640625,1.1181640625,89.0,1.1181640625
2015-08-14T11:13:00.000000Z,1.1181640625,1.1181640625,87.0,1.1181640625
2015-08-14T11:14:00.000000Z,1.1181640625,1.1181640625,73.0,1.1181640625
2015-08-14T11:15:00.000000Z,1.1181640625,1.1181640625,50.0,1.1181640625
2015-08-14T11:16:00.000000Z,1.1181640625,1.1181640625,75.0,1.1181640625
2015-08-14T11:17:00.000000Z,1.1181640625,1.1181640625,79.0,1.1181640625
2015-08-14T11:18:00.000000Z,1.1181640625,1.1181640625,104.0,1.1181640625
2015-08-14T11:19:00.000000Z,1.119140625,1.119140625,139.0,1.119140625
2015-08-14T11:20:00.000000Z,1.1181640625,1.1181640625,67.0,1.1181640625
2015-08-14T11:21:00.000000Z,1.119140625,1.1181640625,74.0,1.119140625
2015-08-14T11:22:00.000000Z,1.119140625,1.1181640625,150.0,1.119140625
2015-08-14T11:23:00.000000Z,1.1181640625,1.1181640625,60.0,1.1181640625
2015-08-14T11:24:00.000000Z,1.119140625,1.1181640625,69.0,1.119140625
2015-08-14T11:25:00.000000Z,1.119140625,1.1181640625,40.0,1.119140625
2015-08-14T11:26:00.000000Z,1.119140625,1.1181640625,50.0,1.119140625
2015-08-14T11:27:00.000000Z,1.1181640625,1.1181640625,70.0,1.1181640625
2015-08-14T11:28:00.000000Z,1.119140625,1.1181640625,89.0,1.119140625
2015-08-14T11:29:00.000000Z,1.1181640625,1.1181640625,47.0,1.1181640625
2015-08-14T11:30:00.000000Z,1.1181640625,1.1181640625,27.0,1.1181640625
2015-08-14T11:31:00.000000Z,1.1181640625,1.1181640625,29.0,1.1181640625
2015-08-14T11:32:00.000000Z,1.1181640625,1.1181640625,33.0,1.1181640625
2015-08-14T11:33:00.000000Z,1.1181640625,1.1181640625,76.0,1.1181640625
2015-08-14T11:34:00.000000Z,1.1181640625,1.1181640625,110.0,1.1181640625
2015-08-14T11:35:00.000000Z,1.1181640625,1.1181640625,65.0,1.1181640625
2015-08-14T11:36:00.000000Z,1.1181640625,1.1181640625,38.0,1.1181640625
2015-08-14T11:37:00.000000Z,1.1181640625,1.1181640625,64.0,1.1181640625
2015-08-14T11:38:00.000000Z,1.1181640625,1.1181640625,51.0,1.1181640625
2015-08-14T11:39:00.000000Z,1.1171875,1.1171875,81.0,1.1171875
2015-08-14T11:40:00.000000Z,1.1181640625,1.1171875,73.0,1.1171875
2015-08-14T11:41:00.000000Z,1.1171875,1.1171875,91.0,1.1171875
2015-08-14T11:42:00.000000Z,1.1181640625,1.1171875,79.0,1.1171875
2015-08-14T11:43:00.000000Z,1.1181640625,1.1171875,59.0,1.1171875
2015-08-14T11:44:00.000000Z,1.1171875,1.1171875,89.0,1.1171875
2015-08-14T11:45:00.000000Z,1.1171875,1.1171875,86.0,1.1171875
2015-08-14T11:46:00.000000Z,1.1171875,1.1171875,87.0,1.1171875
2015-08-14T11:47:00.000000Z,1.1171875,1.1171875,56.0,1.1171875
2015-08-14T11:48:00.000000Z,1.1171875,1.1171875,88.0,1.1171875
2015-08-14T11:49:00.000000Z,1.1171875,1.1171875,71.0,1.1171875
2015-08-14T11:50:00.000000Z,1.1171875,1.1171875,63.0,1.1171875
2015-08-14T11:51:00.000000Z,1.1171875,1.1171875,34.0,1.1171875
2015-08-14T11:52:00.000000Z,1.1171875,1.1171875,41.0,1.1171875
2015-08-14T11:53:00.000000Z,1.1171875,1.1171875,51.0,1.1171875
