time,closeAsk,closeBid,volume,BNP.USDSAR - USD/SAR_x
2015-07-08T15:43:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:44:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:45:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:46:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:47:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:48:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:49:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:50:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:51:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:52:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:53:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:54:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:55:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:56:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:57:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T15:58:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T15:59:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:00:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T16:01:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:02:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:03:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:04:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:05:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:06:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:07:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:08:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:09:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:10:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:11:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T16:12:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:13:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:14:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:15:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:16:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:17:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:18:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:19:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:20:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T16:21:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:22:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:23:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:24:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:25:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:26:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:27:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:28:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T16:29:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:30:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:31:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:32:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:33:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:34:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:35:00.000000Z,3.751953125,3.75,9.0,3.7509765625
2015-07-08T16:36:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:37:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:38:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:39:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T16:40:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T16:41:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:42:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:43:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:44:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:45:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:46:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:47:00.000000Z,3.751953125,3.75,5.0,3.7509765625
2015-07-08T16:48:00.000000Z,3.751953125,3.75,6.0,3.7509765625
2015-07-08T16:49:00.000000Z,3.751953125,3.75,6.0,3.7509765625
