time,closeAsk,closeBid,volume,BNP.USDCNH - USD/CNH_x
2015-08-05T01:29:00.000000Z,6.22265625,6.22265625,2.0,6.22265625
2015-08-05T01:30:00.000000Z,6.2265625,6.22265625,264.0,6.224609375
2015-08-05T01:31:00.000000Z,6.2265625,6.2265625,496.0,6.2265625
2015-08-05T01:32:00.000000Z,6.22265625,6.22265625,394.0,6.22265625
2015-08-05T01:33:00.000000Z,6.22265625,6.22265625,243.0,6.22265625
2015-08-05T01:34:00.000000Z,6.22265625,6.22265625,109.0,6.22265625
2015-08-05T01:35:00.000000Z,6.22265625,6.22265625,71.0,6.22265625
2015-08-05T01:36:00.000000Z,6.2265625,6.22265625,148.0,6.224609375
2015-08-05T01:37:00.000000Z,6.22265625,6.22265625,173.0,6.22265625
2015-08-05T01:38:00.000000Z,6.22265625,6.22265625,23.0,6.22265625
2015-08-05T01:39:00.000000Z,6.22265625,6.22265625,114.0,6.22265625
2015-08-05T01:40:00.000000Z,6.22265625,6.22265625,25.0,6.22265625
2015-08-05T01:41:00.000000Z,6.22265625,6.22265625,113.0,6.22265625
2015-08-05T01:42:00.000000Z,6.22265625,6.22265625,45.0,6.22265625
