time,closeAsk,closeBid,volume,BNP.EURJPY - EUR/JPY_x
2015-08-14T07:15:00.000000Z,138.625,138.625,55.0,138.625
2015-08-14T07:16:00.000000Z,138.625,138.625,47.0,138.625
2015-08-14T07:17:00.000000Z,138.625,138.625,49.0,138.625
2015-08-14T07:18:00.000000Z,138.625,138.625,72.0,138.625
2015-08-14T07:19:00.000000Z,138.625,138.625,49.0,138.625
2015-08-14T07:20:00.000000Z,138.625,138.5,63.0,138.5
2015-08-14T07:21:00.000000Z,138.5,138.5,81.0,138.5
2015-08-14T07:22:00.000000Z,138.625,138.5,51.0,138.5
2015-08-14T07:23:00.000000Z,138.625,138.5,41.0,138.5
2015-08-14T07:24:00.000000Z,138.625,138.5,17.0,138.5
2015-08-14T07:25:00.000000Z,138.5,138.5,27.0,138.5
2015-08-14T07:26:00.000000Z,138.625,138.5,60.0,138.5
2015-08-14T07:27:00.000000Z,138.625,138.5,29.0,138.5
2015-08-14T07:28:00.000000Z,138.625,138.5,12.0,138.5
2015-08-14T07:29:00.000000Z,138.625,138.625,28.0,138.625
2015-08-14T07:30:00.000000Z,138.625,138.625,33.0,138.625
2015-08-14T07:31:00.000000Z,138.625,138.5,34.0,138.5
2015-08-14T07:32:00.000000Z,138.625,138.625,19.0,138.625
2015-08-14T07:33:00.000000Z,138.625,138.625,11.0,138.625
2015-08-14T07:34:00.000000Z,138.625,138.625,27.0,138.625
2015-08-14T07:35:00.000000Z,138.625,138.625,9.0,138.625
2015-08-14T07:36:00.000000Z,138.625,138.625,16.0,138.625
2015-08-14T07:37:00.000000Z,138.625,138.5,21.0,138.5
2015-08-14T07:38:00.000000Z,138.5,138.5,29.0,138.5
2015-08-14T07:39:00.000000Z,138.5,138.5,22.0,138.5
2015-08-14T07:40:00.000000Z,138.5,138.5,38.0,138.5
2015-08-14T07:41:00.000000Z,138.5,138.5,37.0,138.5
2015-08-14T07:42:00.000000Z,138.5,138.5,21.0,138.5
2015-08-14T07:43:00.000000Z,138.5,138.5,19.0,138.5
2015-08-14T07:44:00.000000Z,138.625,138.5,28.0,138.5
2015-08-14T07:45:00.000000Z,138.625,138.5,38.0,138.5
2015-08-14T07:46:00.000000Z,138.625,138.5,56.0,138.5
2015-08-14T07:47:00.000000Z,138.625,138.625,43.0,138.625
2015-08-14T07:48:00.000000Z,138.625,138.5,31.0,138.5
2015-08-14T07:49:00.000000Z,138.5,138.5,118.0,138.5
2015-08-14T07:50:00.000000Z,138.5,138.5,52.0,138.5
2015-08-14T07:51:00.000000Z,138.5,138.5,64.0,138.5
2015-08-14T07:52:00.000000Z,138.5,138.375,32.0,138.5
2015-08-14T07:53:00.000000Z,138.375,138.375,76.0,138.375
2015-08-14T07:54:00.000000Z,138.5,138.375,25.0,138.5
2015-08-14T07:55:00.000000Z,138.375,138.375,37.0,138.375
2015-08-14T07:56:00.000000Z,138.375,138.375,45.0,138.375
2015-08-14T07:57:00.000000Z,138.375,138.375,26.0,138.375
2015-08-14T07:58:00.000000Z,138.375,138.375,20.0,138.375
2015-08-14T07:59:00.000000Z,138.375,138.375,59.0,138.375
2015-08-14T08:00:00.000000Z,138.375,138.375,57.0,138.375
2015-08-14T08:01:00.000000Z,138.5,138.375,34.0,138.5
2015-08-14T08:02:00.000000Z,138.375,138.375,23.0,138.375
2015-08-14T08:03:00.000000Z,138.5,138.5,24.0,138.5
2015-08-14T08:04:00.000000Z,138.5,138.375,40.0,138.5
2015-08-14T08:05:00.000000Z,138.375,138.375,39.0,138.375
2015-08-14T08:06:00.000000Z,138.5,138.375,41.0,138.5
2015-08-14T08:07:00.000000Z,138.5,138.375,23.0,138.5
2015-08-14T08:08:00.000000Z,138.5,138.5,26.0,138.5
2015-08-14T08:09:00.000000Z,138.5,138.375,11.0,138.5
2015-08-14T08:10:00.000000Z,138.5,138.375,15.0,138.5
2015-08-14T08:11:00.000000Z,138.5,138.5,22.0,138.5
2015-08-14T08:12:00.000000Z,138.5,138.5,15.0,138.5
2015-08-14T08:13:00.000000Z,138.5,138.5,11.0,138.5
2015-08-14T08:14:00.000000Z,138.5,138.5,16.0,138.5
2015-08-14T08:15:00.000000Z,138.5,138.5,19.0,138.5
2015-08-14T08:16:00.000000Z,138.5,138.5,10.0,138.5
2015-08-14T08:17:00.000000Z,138.5,138.5,10.0,138.5
2015-08-14T08:18:00.000000Z,138.5,138.5,16.0,138.5
2015-08-14T08:19:00.000000Z,138.5,138.5,12.0,138.5
2015-08-14T08:20:00.000000Z,138.5,138.5,12.0,138.5
2015-08-14T08:21:00.000000Z,138.5,138.5,8.0,138.5
2015-08-14T08:22:00.000000Z,138.5,138.5,24.0,138.5
2015-08-14T08:23:00.000000Z,138.5,138.5,21.0,138.5
2015-08-14T08:24:00.000000Z,138.5,138.5,19.0,138.5
2015-08-14T08:25:00.000000Z,138.5,138.5,16.0,138.5
2015-08-14T08:26:00.000000Z,138.5,138.5,9.0,138.5
2015-08-14T08:27:00.000000Z,138.5,138.5,15.0,138.5
2015-08-14T08:28:00.000000Z,138.5,138.5,30.0,138.5
2015-08-14T08:29:00.000000Z,138.5,138.5,16.0,138.5
2015-08-14T08:30:00.000000Z,138.5,138.5,18.0,138.5
2015-08-14T08:31:00.000000Z,138.5,138.5,16.0,138.5
2015-08-14T08:32:00.000000Z,138.5,138.5,5.0,138.5
2015-08-14T08:33:00.000000Z,138.5,138.375,23.0,138.5
2015-08-14T08:34:00.000000Z,138.375,138.375,40.0,138.375
2015-08-14T08:35:00.000000Z,138.5,138.5,32.0,138.5
2015-08-14T08:36:00.000000Z,138.5,138.5,18.0,138.5
2015-08-14T08:37:00.000000Z,138.5,138.5,14.0,138.5
2015-08-14T08:38:00.000000Z,138.5,138.5,20.0,138.5
2015-08-14T08:39:00.000000Z,138.5,138.5,16.0,138.5
2015-08-14T08:40:00.000000Z,138.5,138.5,32.0,138.5
2015-08-14T08:41:00.000000Z,138.5,138.5,28.0,138.5
2015-08-14T08:42:00.000000Z,138.5,138.5,23.0,138.5
2015-08-14T08:43:00.000000Z,138.5,138.5,6.0,138.5
2015-08-14T08:44:00.000000Z,138.5,138.5,18.0,138.5
2015-08-14T08:45:00.000000Z,138.5,138.5,15.0,138.5
2015-08-14T08:46:00.000000Z,138.5,138.5,9.0,138.5
2015-08-14T08:47:00.000000Z,138.5,138.5,19.0,138.5
2015-08-14T08:48:00.000000Z,138.5,138.5,15.0,138.5
2015-08-14T08:49:00.000000Z,138.5,138.5,11.0,138.5
2015-08-14T08:50:00.000000Z,138.5,138.5,15.0,138.5
2015-08-14T08:51:00.000000Z,138.5,138.5,16.0,138.5
2015-08-14T08:52:00.000000Z,138.5,138.5,9.0,138.5
2015-08-14T08:53:00.000000Z,138.5,138.5,14.0,138.5
2015-08-14T08:54:00.000000Z,138.5,138.5,31.0,138.5
2015-08-14T08:55:00.000000Z,138.5,138.5,19.0,138.5
2015-08-14T08:56:00.000000Z,138.5,138.5,18.0,138.5
2015-08-14T08:57:00.000000Z,138.5,138.5,15.0,138.5
2015-08-14T08:58:00.000000Z,138.5,138.5,4.0,138.5
2015-08-14T08:59:00.000000Z,138.5,138.375,37.0,138.5
2015-08-14T09:00:00.000000Z,138.5,138.5,54.0,138.5
2015-08-14T09:01:00.000000Z,138.5,138.5,29.0,138.5
2015-08-14T09:02:00.000000Z,138.5,138.5,40.0,138.5
2015-08-14T09:03:00.000000Z,138.5,138.375,25.0,138.5
2015-08-14T09:04:00.000000Z,138.5,138.375,28.0,138.5
2015-08-14T09:05:00.000000Z,138.5,138.375,23.0,138.5
2015-08-14T09:06:00.000000Z,138.5,138.375,21.0,138.5
2015-08-14T09:07:00.000000Z,138.5,138.5,21.0,138.5
2015-08-14T09:08:00.000000Z,138.5,138.5,19.0,138.5
2015-08-14T09:09:00.000000Z,138.375,138.375,15.0,138.375
2015-08-14T09:10:00.000000Z,138.375,138.375,22.0,138.375
2015-08-14T09:11:00.000000Z,138.375,138.375,4.0,138.375
2015-08-14T09:12:00.000000Z,138.375,138.375,17.0,138.375
2015-08-14T09:13:00.000000Z,138.5,138.375,17.0,138.5
2015-08-14T09:14:00.000000Z,138.375,138.375,26.0,138.375
2015-08-14T09:15:00.000000Z,138.375,138.375,20.0,138.375
2015-08-14T09:16:00.000000Z,138.375,138.375,13.0,138.375
2015-08-14T09:17:00.000000Z,138.375,138.375,15.0,138.375
2015-08-14T09:18:00.000000Z,138.375,138.375,15.0,138.375
2015-08-14T09:19:00.000000Z,138.5,138.375,27.0,138.5
2015-08-14T09:20:00.000000Z,138.375,138.375,12.0,138.375
2015-08-14T09:21:00.000000Z,138.375,138.375,14.0,138.375
2015-08-14T09:22:00.000000Z,138.5,138.5,14.0,138.5
2015-08-14T09:23:00.000000Z,138.5,138.5,19.0,138.5
2015-08-14T09:24:00.000000Z,138.5,138.5,20.0,138.5
2015-08-14T09:25:00.000000Z,138.5,138.5,18.0,138.5
2015-08-14T09:26:00.000000Z,138.5,138.5,35.0,138.5
2015-08-14T09:27:00.000000Z,138.5,138.5,20.0,138.5
2015-08-14T09:28:00.000000Z,138.5,138.5,19.0,138.5
2015-08-14T09:29:00.000000Z,138.5,138.5,16.0,138.5
2015-08-14T09:30:00.000000Z,138.5,138.5,52.0,138.5
2015-08-14T09:31:00.000000Z,138.5,138.5,20.0,138.5
2015-08-14T09:32:00.000000Z,138.5,138.5,29.0,138.5
2015-08-14T09:33:00.000000Z,138.5,138.5,29.0,138.5
2015-08-14T09:34:00.000000Z,138.5,138.5,32.0,138.5
2015-08-14T09:35:00.000000Z,138.5,138.5,28.0,138.5
2015-08-14T09:36:00.000000Z,138.5,138.5,10.0,138.5
2015-08-14T09:37:00.000000Z,138.5,138.5,12.0,138.5
2015-08-14T09:38:00.000000Z,138.5,138.5,31.0,138.5
2015-08-14T09:39:00.000000Z,138.5,138.5,8.0,138.5
2015-08-14T09:40:00.000000Z,138.5,138.5,17.0,138.5
2015-08-14T09:41:00.000000Z,138.5,138.5,44.0,138.5
2015-08-14T09:42:00.000000Z,138.5,138.5,34.0,138.5
2015-08-14T09:43:00.000000Z,138.625,138.5,32.0,138.5
2015-08-14T09:44:00.000000Z,138.625,138.625,36.0,138.625
2015-08-14T09:45:00.000000Z,138.625,138.625,37.0,138.625
2015-08-14T09:46:00.000000Z,138.625,138.625,43.0,138.625
2015-08-14T09:47:00.000000Z,138.625,138.625,45.0,138.625
2015-08-14T09:48:00.000000Z,138.625,138.625,35.0,138.625
2015-08-14T09:49:00.000000Z,138.625,138.625,34.0,138.625
2015-08-14T09:50:00.000000Z,138.625,138.625,22.0,138.625
2015-08-14T09:51:00.000000Z,138.625,138.625,7.0,138.625
2015-08-14T09:52:00.000000Z,138.625,138.625,22.0,138.625
2015-08-14T09:53:00.000000Z,138.625,138.5,28.0,138.5
2015-08-14T09:54:00.000000Z,138.5,138.5,27.0,138.5
2015-08-14T09:55:00.000000Z,138.625,138.5,18.0,138.5
2015-08-14T09:56:00.000000Z,138.625,138.625,24.0,138.625
2015-08-14T09:57:00.000000Z,138.5,138.5,25.0,138.5
2015-08-14T09:58:00.000000Z,138.5,138.5,29.0,138.5
2015-08-14T09:59:00.000000Z,138.5,138.5,17.0,138.5
2015-08-14T10:00:00.000000Z,138.5,138.5,17.0,138.5
2015-08-14T10:01:00.000000Z,138.5,138.5,22.0,138.5
2015-08-14T10:02:00.000000Z,138.625,138.5,20.0,138.5
2015-08-14T10:03:00.000000Z,138.625,138.5,11.0,138.5
2015-08-14T10:04:00.000000Z,138.625,138.625,10.0,138.625
2015-08-14T10:05:00.000000Z,138.625,138.5,8.0,138.5
2015-08-14T10:06:00.000000Z,138.625,138.5,13.0,138.5
2015-08-14T10:07:00.000000Z,138.625,138.5,11.0,138.5
2015-08-14T10:08:00.000000Z,138.625,138.625,9.0,138.625
2015-08-14T10:09:00.000000Z,138.625,138.625,29.0,138.625
2015-08-14T10:10:00.000000Z,138.625,138.625,8.0,138.625
2015-08-14T10:11:00.000000Z,138.625,138.625,9.0,138.625
2015-08-14T10:12:00.000000Z,138.625,138.625,5.0,138.625
2015-08-14T10:13:00.000000Z,138.625,138.625,15.0,138.625
2015-08-14T10:14:00.000000Z,138.625,138.625,17.0,138.625
2015-08-14T10:15:00.000000Z,138.625,138.625,14.0,138.625
2015-08-14T10:16:00.000000Z,138.625,138.625,16.0,138.625
2015-08-14T10:17:00.000000Z,138.625,138.625,7.0,138.625
2015-08-14T10:18:00.000000Z,138.625,138.625,14.0,138.625
2015-08-14T10:19:00.000000Z,138.625,138.625,8.0,138.625
2015-08-14T10:20:00.000000Z,138.625,138.625,29.0,138.625
2015-08-14T10:21:00.000000Z,138.625,138.625,31.0,138.625
2015-08-14T10:22:00.000000Z,138.625,138.625,17.0,138.625
2015-08-14T10:23:00.000000Z,138.625,138.625,30.0,138.625
2015-08-14T10:24:00.000000Z,138.625,138.625,22.0,138.625
2015-08-14T10:25:00.000000Z,138.625,138.625,7.0,138.625
2015-08-14T10:26:00.000000Z,138.625,138.625,19.0,138.625
2015-08-14T10:27:00.000000Z,138.625,138.625,41.0,138.625
2015-08-14T10:28:00.000000Z,138.625,138.625,30.0,138.625
2015-08-14T10:29:00.000000Z,138.625,138.625,16.0,138.625
2015-08-14T10:30:00.000000Z,138.625,138.625,56.0,138.625
2015-08-14T10:31:00.000000Z,138.625,138.625,21.0,138.625
2015-08-14T10:32:00.000000Z,138.625,138.625,33.0,138.625
2015-08-14T10:33:00.000000Z,138.625,138.625,14.0,138.625
2015-08-14T10:34:00.000000Z,138.625,138.625,19.0,138.625
2015-08-14T10:35:00.000000Z,138.625,138.625,18.0,138.625
2015-08-14T10:36:00.000000Z,138.625,138.625,13.0,138.625
2015-08-14T10:37:00.000000Z,138.625,138.625,43.0,138.625
2015-08-14T10:38:00.000000Z,138.625,138.625,56.0,138.625
2015-08-14T10:39:00.000000Z,138.625,138.625,16.0,138.625
2015-08-14T10:40:00.000000Z,138.625,138.625,22.0,138.625
2015-08-14T10:41:00.000000Z,138.75,138.75,32.0,138.75
2015-08-14T10:42:00.000000Z,138.75,138.75,12.0,138.75
2015-08-14T10:43:00.000000Z,138.75,138.625,12.0,138.75
2015-08-14T10:44:00.000000Z,138.75,138.625,10.0,138.75
2015-08-14T10:45:00.000000Z,138.625,138.625,4.0,138.625
2015-08-14T10:46:00.000000Z,138.625,138.625,20.0,138.625
2015-08-14T10:47:00.000000Z,138.625,138.625,9.0,138.625
2015-08-14T10:48:00.000000Z,138.625,138.625,20.0,138.625
2015-08-14T10:49:00.000000Z,138.625,138.625,10.0,138.625
2015-08-14T10:50:00.000000Z,138.625,138.625,18.0,138.625
2015-08-14T10:51:00.000000Z,138.625,138.625,19.0,138.625
2015-08-14T10:52:00.000000Z,138.625,138.625,18.0,138.625
2015-08-14T10:53:00.000000Z,138.625,138.625,11.0,138.625
2015-08-14T10:54:00.000000Z,138.625,138.625,25.0,138.625
2015-08-14T10:55:00.000000Z,138.625,138.625,14.0,138.625
2015-08-14T10:56:00.000000Z,138.75,138.625,43.0,138.75
2015-08-14T10:57:00.000000Z,138.625,138.625,10.0,138.625
2015-08-14T10:58:00.000000Z,138.625,138.625,29.0,138.625
2015-08-14T10:59:00.000000Z,138.75,138.625,42.0,138.75
2015-08-14T11:00:00.000000Z,138.625,138.625,41.0,138.625
2015-08-14T11:01:00.000000Z,138.625,138.625,22.0,138.625
2015-08-14T11:02:00.000000Z,138.75,138.625,37.0,138.75
2015-08-14T11:03:00.000000Z,138.625,138.625,42.0,138.625
2015-08-14T11:04:00.000000Z,138.625,138.625,24.0,138.625
2015-08-14T11:05:00.000000Z,138.75,138.75,37.0,138.75
2015-08-14T11:06:00.000000Z,138.75,138.75,19.0,138.75
2015-08-14T11:07:00.000000Z,138.75,138.625,53.0,138.75
2015-08-14T11:08:00.000000Z,138.75,138.75,33.0,138.75
2015-08-14T11:09:00.000000Z,138.75,138.75,17.0,138.75
2015-08-14T11:10:00.000000Z,138.75,138.75,51.0,138.75
2015-08-14T11:11:00.000000Z,138.75,138.75,61.0,138.75
2015-08-14T11:12:00.000000Z,138.75,138.75,22.0,138.75
2015-08-14T11:13:00.000000Z,138.75,138.75,23.0,138.75
2015-08-14T11:14:00.000000Z,138.75,138.75,31.0,138.75
2015-08-14T11:15:00.000000Z,138.75,138.75,15.0,138.75
2015-08-14T11:16:00.000000Z,138.75,138.75,20.0,138.75
2015-08-14T11:17:00.000000Z,138.75,138.75,28.0,138.75
2015-08-14T11:18:00.000000Z,138.75,138.75,24.0,138.75
2015-08-14T11:19:00.000000Z,138.875,138.75,42.0,138.75
2015-08-14T11:20:00.000000Z,138.75,138.75,14.0,138.75
2015-08-14T11:21:00.000000Z,138.875,138.75,22.0,138.75
2015-08-14T11:22:00.000000Z,138.75,138.75,39.0,138.75
2015-08-14T11:23:00.000000Z,138.75,138.75,12.0,138.75
2015-08-14T11:24:00.000000Z,138.75,138.75,15.0,138.75
2015-08-14T11:25:00.000000Z,138.75,138.75,12.0,138.75
2015-08-14T11:26:00.000000Z,138.75,138.75,12.0,138.75
2015-08-14T11:27:00.000000Z,138.75,138.75,13.0,138.75
2015-08-14T11:28:00.000000Z,138.75,138.75,25.0,138.75
2015-08-14T11:29:00.000000Z,138.75,138.75,8.0,138.75
2015-08-14T11:30:00.000000Z,138.75,138.75,3.0,138.75
2015-08-14T11:31:00.000000Z,138.75,138.75,13.0,138.75
2015-08-14T11:32:00.000000Z,138.75,138.75,10.0,138.75
2015-08-14T11:33:00.000000Z,138.75,138.75,10.0,138.75
2015-08-14T11:34:00.000000Z,138.75,138.75,20.0,138.75
2015-08-14T11:35:00.000000Z,138.75,138.75,12.0,138.75
2015-08-14T11:36:00.000000Z,138.75,138.75,10.0,138.75
2015-08-14T11:37:00.000000Z,138.75,138.75,20.0,138.75
2015-08-14T11:38:00.000000Z,138.75,138.75,10.0,138.75
2015-08-14T11:39:00.000000Z,138.75,138.75,17.0,138.75
2015-08-14T11:40:00.000000Z,138.75,138.75,33.0,138.75
2015-08-14T11:41:00.000000Z,138.75,138.75,19.0,138.75
2015-08-14T11:42:00.000000Z,138.75,138.625,28.0,138.75
2015-08-14T11:43:00.000000Z,138.75,138.625,10.0,138.75
2015-08-14T11:44:00.000000Z,138.625,138.625,23.0,138.625
2015-08-14T11:45:00.000000Z,138.625,138.625,28.0,138.625
2015-08-14T11:46:00.000000Z,138.625,138.625,12.0,138.625
2015-08-14T11:47:00.000000Z,138.625,138.625,16.0,138.625
2015-08-14T11:48:00.000000Z,138.75,138.625,22.0,138.75
2015-08-14T11:49:00.000000Z,138.625,138.625,19.0,138.625
2015-08-14T11:50:00.000000Z,138.625,138.625,11.0,138.625
2015-08-14T11:51:00.000000Z,138.625,138.625,2.0,138.625
2015-08-14T11:52:00.000000Z,138.625,138.625,15.0,138.625
2015-08-14T11:53:00.000000Z,138.75,138.625,20.0,138.75
2015-08-14T11:54:00.000000Z,138.75,138.625,7.0,138.75
2015-08-14T11:55:00.000000Z,138.625,138.625,11.0,138.625
2015-08-14T11:56:00.000000Z,138.625,138.625,3.0,138.625
2015-08-14T11:57:00.000000Z,138.625,138.625,9.0,138.625
2015-08-14T11:58:00.000000Z,138.625,138.625,8.0,138.625
2015-08-14T11:59:00.000000Z,138.625,138.625,10.0,138.625
2015-08-14T12:00:00.000000Z,138.625,138.625,21.0,138.625
2015-08-14T12:01:00.000000Z,138.625,138.625,11.0,138.625
2015-08-14T12:02:00.000000Z,138.625,138.625,8.0,138.625
2015-08-14T12:03:00.000000Z,138.625,138.625,3.0,138.625
2015-08-14T12:04:00.000000Z,138.625,138.625,15.0,138.625
2015-08-14T12:05:00.000000Z,138.625,138.625,5.0,138.625
2015-08-14T12:06:00.000000Z,138.75,138.625,20.0,138.75
2015-08-14T12:07:00.000000Z,138.625,138.625,12.0,138.625
2015-08-14T12:08:00.000000Z,138.625,138.625,17.0,138.625
2015-08-14T12:09:00.000000Z,138.625,138.625,9.0,138.625
2015-08-14T12:10:00.000000Z,138.625,138.625,9.0,138.625
2015-08-14T12:11:00.000000Z,138.625,138.625,24.0,138.625
2015-08-14T12:12:00.000000Z,138.625,138.625,14.0,138.625
2015-08-14T12:13:00.000000Z,138.75,138.625,9.0,138.75
2015-08-14T12:14:00.000000Z,138.75,138.75,34.0,138.75
2015-08-14T12:15:00.000000Z,138.75,138.75,31.0,138.75
2015-08-14T12:16:00.000000Z,138.75,138.75,11.0,138.75
2015-08-14T12:17:00.000000Z,138.75,138.75,8.0,138.75
2015-08-14T12:18:00.000000Z,138.75,138.75,7.0,138.75
2015-08-14T12:19:00.000000Z,138.75,138.75,8.0,138.75
2015-08-14T12:20:00.000000Z,138.75,138.625,9.0,138.75
2015-08-14T12:21:00.000000Z,138.75,138.625,2.0,138.75
2015-08-14T12:22:00.000000Z,138.75,138.625,7.0,138.75
2015-08-14T12:23:00.000000Z,138.75,138.75,6.0,138.75
2015-08-14T12:24:00.000000Z,138.625,138.625,17.0,138.625
2015-08-14T12:25:00.000000Z,138.625,138.625,25.0,138.625
2015-08-14T12:26:00.000000Z,138.625,138.625,20.0,138.625
2015-08-14T12:27:00.000000Z,138.625,138.625,14.0,138.625
2015-08-14T12:28:00.000000Z,138.625,138.625,14.0,138.625
2015-08-14T12:29:00.000000Z,138.625,138.625,24.0,138.625
2015-08-14T12:30:00.000000Z,138.625,138.625,166.0,138.625
2015-08-14T12:31:00.000000Z,138.625,138.625,67.0,138.625
2015-08-14T12:32:00.000000Z,138.625,138.5,57.0,138.5
2015-08-14T12:33:00.000000Z,138.625,138.5,50.0,138.5
2015-08-14T12:34:00.000000Z,138.5,138.5,39.0,138.5
2015-08-14T12:35:00.000000Z,138.5,138.5,47.0,138.5
2015-08-14T12:36:00.000000Z,138.5,138.5,41.0,138.5
2015-08-14T12:37:00.000000Z,138.625,138.5,25.0,138.5
2015-08-14T12:38:00.000000Z,138.5,138.5,40.0,138.5
2015-08-14T12:39:00.000000Z,138.625,138.5,31.0,138.5
2015-08-14T12:40:00.000000Z,138.625,138.625,31.0,138.625
2015-08-14T12:41:00.000000Z,138.625,138.5,27.0,138.5
2015-08-14T12:42:00.000000Z,138.625,138.5,40.0,138.5
2015-08-14T12:43:00.000000Z,138.625,138.5,27.0,138.5
2015-08-14T12:44:00.000000Z,138.625,138.625,34.0,138.625
2015-08-14T12:45:00.000000Z,138.625,138.625,33.0,138.625
2015-08-14T12:46:00.000000Z,138.625,138.625,13.0,138.625
2015-08-14T12:47:00.000000Z,138.625,138.625,16.0,138.625
2015-08-14T12:48:00.000000Z,138.625,138.625,19.0,138.625
2015-08-14T12:49:00.000000Z,138.625,138.625,8.0,138.625
2015-08-14T12:50:00.000000Z,138.625,138.625,9.0,138.625
2015-08-14T12:51:00.000000Z,138.5,138.5,23.0,138.5
2015-08-14T12:52:00.000000Z,138.5,138.5,28.0,138.5
2015-08-14T12:53:00.000000Z,138.625,138.5,22.0,138.5
2015-08-14T12:54:00.000000Z,138.5,138.5,16.0,138.5
2015-08-14T12:55:00.000000Z,138.625,138.5,16.0,138.5
2015-08-14T12:56:00.000000Z,138.625,138.625,20.0,138.625
2015-08-14T12:57:00.000000Z,138.625,138.5,19.0,138.5
2015-08-14T12:58:00.000000Z,138.625,138.625,16.0,138.625
2015-08-14T12:59:00.000000Z,138.625,138.625,20.0,138.625
2015-08-14T13:00:00.000000Z,138.625,138.5,22.0,138.5
2015-08-14T13:01:00.000000Z,138.5,138.5,11.0,138.5
2015-08-14T13:02:00.000000Z,138.625,138.5,18.0,138.5
2015-08-14T13:03:00.000000Z,138.625,138.625,28.0,138.625
2015-08-14T13:04:00.000000Z,138.625,138.625,12.0,138.625
2015-08-14T13:05:00.000000Z,138.625,138.5,19.0,138.5
2015-08-14T13:06:00.000000Z,138.625,138.5,18.0,138.5
2015-08-14T13:07:00.000000Z,138.5,138.5,17.0,138.5
2015-08-14T13:08:00.000000Z,138.5,138.5,9.0,138.5
2015-08-14T13:09:00.000000Z,138.625,138.5,11.0,138.5
2015-08-14T13:10:00.000000Z,138.625,138.5,11.0,138.5
2015-08-14T13:11:00.000000Z,138.625,138.625,12.0,138.625
2015-08-14T13:12:00.000000Z,138.5,138.5,26.0,138.5
