time,closeAsk,closeBid,volume,BNP.USDCZK - USD/CZK_x
2015-08-14T15:09:00.000000Z,24.3125,24.296875,125.0,24.3125
2015-08-14T15:10:00.000000Z,24.3125,24.296875,106.0,24.3125
2015-08-14T15:11:00.000000Z,24.328125,24.3125,140.0,24.3125
2015-08-14T15:12:00.000000Z,24.328125,24.3125,187.0,24.3125
2015-08-14T15:13:00.000000Z,24.328125,24.3125,103.0,24.3125
2015-08-14T15:14:00.000000Z,24.328125,24.3125,111.0,24.3125
2015-08-14T15:15:00.000000Z,24.328125,24.3125,188.0,24.3125
2015-08-14T15:16:00.000000Z,24.328125,24.3125,203.0,24.3125
2015-08-14T15:17:00.000000Z,24.34375,24.328125,124.0,24.34375
2015-08-14T15:18:00.000000Z,24.328125,24.3125,113.0,24.3125
2015-08-14T15:19:00.000000Z,24.34375,24.34375,204.0,24.34375
2015-08-14T15:20:00.000000Z,24.359375,24.34375,144.0,24.34375
2015-08-14T15:21:00.000000Z,24.34375,24.328125,120.0,24.34375
2015-08-14T15:22:00.000000Z,24.34375,24.3125,152.0,24.328125
2015-08-14T15:23:00.000000Z,24.328125,24.3125,131.0,24.3125
2015-08-14T15:24:00.000000Z,24.34375,24.328125,81.0,24.34375
