time,closeAsk,closeBid,volume,BNP.EURTRY - EUR/TRY_x
2015-08-14T12:33:00.000000Z,3.166015625,3.1640625,259.0,3.1640625
2015-08-14T12:34:00.000000Z,3.166015625,3.1640625,272.0,3.1640625
2015-08-14T12:35:00.000000Z,3.166015625,3.1640625,215.0,3.1640625
2015-08-14T12:36:00.000000Z,3.166015625,3.1640625,230.0,3.1640625
2015-08-14T12:37:00.000000Z,3.166015625,3.1640625,178.0,3.1640625
2015-08-14T12:38:00.000000Z,3.1640625,3.162109375,204.0,3.1640625
2015-08-14T12:39:00.000000Z,3.166015625,3.1640625,233.0,3.1640625
2015-08-14T12:40:00.000000Z,3.166015625,3.1640625,232.0,3.1640625
2015-08-14T12:41:00.000000Z,3.1640625,3.1640625,205.0,3.1640625
2015-08-14T12:42:00.000000Z,3.1640625,3.162109375,323.0,3.1640625
2015-08-14T12:43:00.000000Z,3.1640625,3.162109375,214.0,3.1640625
2015-08-14T12:44:00.000000Z,3.166015625,3.1640625,206.0,3.1640625
2015-08-14T12:45:00.000000Z,3.166015625,3.1640625,169.0,3.1640625
2015-08-14T12:46:00.000000Z,3.1640625,3.162109375,167.0,3.1640625
2015-08-14T12:47:00.000000Z,3.1640625,3.162109375,151.0,3.1640625
2015-08-14T12:48:00.000000Z,3.1640625,3.162109375,161.0,3.1640625
2015-08-14T12:49:00.000000Z,3.1640625,3.162109375,103.0,3.1640625
2015-08-14T12:50:00.000000Z,3.1640625,3.162109375,109.0,3.1640625
2015-08-14T12:51:00.000000Z,3.162109375,3.162109375,222.0,3.162109375
2015-08-14T12:52:00.000000Z,3.162109375,3.162109375,195.0,3.162109375
2015-08-14T12:53:00.000000Z,3.1640625,3.162109375,129.0,3.1640625
2015-08-14T12:54:00.000000Z,3.1640625,3.162109375,109.0,3.1640625
2015-08-14T12:55:00.000000Z,3.1640625,3.162109375,177.0,3.1640625
2015-08-14T12:56:00.000000Z,3.1640625,3.1640625,175.0,3.1640625
2015-08-14T12:57:00.000000Z,3.1640625,3.162109375,96.0,3.1640625
2015-08-14T12:58:00.000000Z,3.1640625,3.1640625,138.0,3.1640625
2015-08-14T12:59:00.000000Z,3.1640625,3.1640625,165.0,3.1640625
2015-08-14T13:00:00.000000Z,3.1640625,3.162109375,130.0,3.1640625
2015-08-14T13:01:00.000000Z,3.162109375,3.162109375,84.0,3.162109375
2015-08-14T13:02:00.000000Z,3.1640625,3.162109375,92.0,3.1640625
2015-08-14T13:03:00.000000Z,3.1640625,3.162109375,143.0,3.1640625
2015-08-14T13:04:00.000000Z,3.1640625,3.162109375,106.0,3.1640625
2015-08-14T13:05:00.000000Z,3.1640625,3.162109375,157.0,3.1640625
2015-08-14T13:06:00.000000Z,3.1640625,3.162109375,119.0,3.1640625
2015-08-14T13:07:00.000000Z,3.1640625,3.162109375,169.0,3.1640625
2015-08-14T13:08:00.000000Z,3.1640625,3.162109375,107.0,3.1640625
2015-08-14T13:09:00.000000Z,3.1640625,3.162109375,99.0,3.1640625
2015-08-14T13:10:00.000000Z,3.1640625,3.162109375,52.0,3.1640625
2015-08-14T13:11:00.000000Z,3.1640625,3.1640625,84.0,3.1640625
2015-08-14T13:12:00.000000Z,3.1640625,3.162109375,137.0,3.1640625
2015-08-14T13:13:00.000000Z,3.1640625,3.162109375,197.0,3.1640625
2015-08-14T13:14:00.000000Z,3.166015625,3.162109375,184.0,3.1640625
2015-08-14T13:15:00.000000Z,3.1640625,3.162109375,354.0,3.1640625
2015-08-14T13:16:00.000000Z,3.1640625,3.162109375,241.0,3.1640625
2015-08-14T13:17:00.000000Z,3.162109375,3.162109375,200.0,3.162109375
2015-08-14T13:18:00.000000Z,3.1640625,3.162109375,222.0,3.1640625
2015-08-14T13:19:00.000000Z,3.162109375,3.16015625,306.0,3.16015625
2015-08-14T13:20:00.000000Z,3.162109375,3.16015625,187.0,3.16015625
2015-08-14T13:21:00.000000Z,3.16015625,3.16015625,219.0,3.16015625
2015-08-14T13:22:00.000000Z,3.16015625,3.158203125,558.0,3.16015625
2015-08-14T13:23:00.000000Z,3.162109375,3.16015625,298.0,3.16015625
2015-08-14T13:24:00.000000Z,3.16015625,3.16015625,211.0,3.16015625
2015-08-14T13:25:00.000000Z,3.16015625,3.158203125,253.0,3.16015625
2015-08-14T13:26:00.000000Z,3.158203125,3.158203125,222.0,3.158203125
2015-08-14T13:27:00.000000Z,3.16015625,3.16015625,264.0,3.16015625
2015-08-14T13:28:00.000000Z,3.16015625,3.158203125,163.0,3.16015625
2015-08-14T13:29:00.000000Z,3.16015625,3.158203125,131.0,3.16015625
2015-08-14T13:30:00.000000Z,3.16015625,3.158203125,207.0,3.16015625
2015-08-14T13:31:00.000000Z,3.16015625,3.158203125,268.0,3.16015625
2015-08-14T13:32:00.000000Z,3.16015625,3.16015625,269.0,3.16015625
2015-08-14T13:33:00.000000Z,3.16015625,3.158203125,175.0,3.16015625
2015-08-14T13:34:00.000000Z,3.16015625,3.158203125,86.0,3.16015625
2015-08-14T13:35:00.000000Z,3.16015625,3.158203125,176.0,3.16015625
2015-08-14T13:36:00.000000Z,3.158203125,3.158203125,200.0,3.158203125
2015-08-14T13:37:00.000000Z,3.16015625,3.158203125,218.0,3.16015625
2015-08-14T13:38:00.000000Z,3.162109375,3.16015625,307.0,3.16015625
2015-08-14T13:39:00.000000Z,3.162109375,3.16015625,233.0,3.16015625
2015-08-14T13:40:00.000000Z,3.162109375,3.16015625,234.0,3.16015625
2015-08-14T13:41:00.000000Z,3.162109375,3.162109375,254.0,3.162109375
2015-08-14T13:42:00.000000Z,3.162109375,3.16015625,205.0,3.16015625
2015-08-14T13:43:00.000000Z,3.162109375,3.16015625,220.0,3.16015625
2015-08-14T13:44:00.000000Z,3.162109375,3.16015625,215.0,3.16015625
2015-08-14T13:45:00.000000Z,3.16015625,3.16015625,199.0,3.16015625
2015-08-14T13:46:00.000000Z,3.162109375,3.16015625,142.0,3.16015625
2015-08-14T13:47:00.000000Z,3.16015625,3.158203125,156.0,3.16015625
2015-08-14T13:48:00.000000Z,3.158203125,3.158203125,362.0,3.158203125
2015-08-14T13:49:00.000000Z,3.158203125,3.15625,334.0,3.15625
2015-08-14T13:50:00.000000Z,3.158203125,3.15625,279.0,3.15625
2015-08-14T13:51:00.000000Z,3.15625,3.154296875,376.0,3.15625
2015-08-14T13:52:00.000000Z,3.15625,3.154296875,276.0,3.15625
