time,BNP.GBPNZD - GBP/NZD_x,closeAsk,closeBid,volume
2012-07-31T05:00:00.000000Z,1.93798828125,1.9384765625,1.9375,2938.0
2012-07-31T09:00:00.000000Z,1.9365234375,1.9365234375,1.9365234375,2628.0
2012-07-31T13:00:00.000000Z,1.93310546875,1.93359375,1.9326171875,3686.0
2012-07-31T17:00:00.000000Z,1.93896484375,1.939453125,1.9384765625,982.0
2012-07-31T21:00:00.000000Z,1.9326171875,1.93359375,1.931640625,763.0
2012-08-01T01:00:00.000000Z,1.931640625,1.931640625,1.931640625,1069.0
2012-08-01T05:00:00.000000Z,1.9228515625,1.9228515625,1.9228515625,2872.0
2012-08-01T09:00:00.000000Z,1.92431640625,1.9248046875,1.923828125,2734.0
2012-08-01T13:00:00.000000Z,1.92041015625,1.9208984375,1.919921875,2874.0
2012-08-01T17:00:00.000000Z,1.923828125,1.9248046875,1.9228515625,3340.0
2012-08-01T21:00:00.000000Z,1.92138671875,1.921875,1.9208984375,1096.0
2012-08-02T01:00:00.000000Z,1.92041015625,1.9208984375,1.919921875,1302.0
2012-08-02T05:00:00.000000Z,1.91552734375,1.916015625,1.9150390625,2512.0
2012-08-02T09:00:00.000000Z,1.92236328125,1.9228515625,1.921875,7088.0
2012-08-02T13:00:00.000000Z,1.91748046875,1.91796875,1.9169921875,6988.0
2012-08-02T17:00:00.000000Z,1.9150390625,1.916015625,1.9140625,1565.0
2012-08-02T21:00:00.000000Z,1.91552734375,1.916015625,1.9150390625,966.0
2012-08-03T01:00:00.000000Z,1.90869140625,1.9091796875,1.908203125,1371.0
2012-08-03T05:00:00.000000Z,1.9072265625,1.9072265625,1.9072265625,2468.0
2012-08-03T09:00:00.000000Z,1.90966796875,1.91015625,1.9091796875,5364.0
2012-08-03T13:00:00.000000Z,1.91064453125,1.9111328125,1.91015625,4008.0
2012-08-03T17:00:00.000000Z,1.91064453125,1.912109375,1.9091796875,758.0
2012-08-05T17:00:00.000000Z,1.90673828125,1.908203125,1.9052734375,219.0
2012-08-05T21:00:00.000000Z,1.91064453125,1.9111328125,1.91015625,1081.0
2012-08-06T01:00:00.000000Z,1.90771484375,1.908203125,1.9072265625,893.0
2012-08-06T05:00:00.000000Z,1.90478515625,1.9052734375,1.904296875,2348.0
2012-08-06T09:00:00.000000Z,1.90087890625,1.9013671875,1.900390625,2384.0
2012-08-06T13:00:00.000000Z,1.90087890625,1.9013671875,1.900390625,2912.0
2012-08-06T17:00:00.000000Z,1.90283203125,1.9033203125,1.90234375,979.0
2012-08-06T21:00:00.000000Z,1.89892578125,1.8994140625,1.8984375,954.0
2012-08-07T01:00:00.000000Z,1.89990234375,1.900390625,1.8994140625,1087.0
2012-08-07T05:00:00.000000Z,1.90478515625,1.9052734375,1.904296875,3150.0
2012-08-07T09:00:00.000000Z,1.9111328125,1.9111328125,1.9111328125,2832.0
2012-08-07T13:00:00.000000Z,1.91650390625,1.9169921875,1.916015625,2630.0
2012-08-07T17:00:00.000000Z,1.9140625,1.9150390625,1.9130859375,1014.0
2012-08-07T21:00:00.000000Z,1.91650390625,1.9169921875,1.916015625,1379.0
2012-08-08T01:00:00.000000Z,1.92236328125,1.9228515625,1.921875,1136.0
2012-08-08T05:00:00.000000Z,1.91455078125,1.9150390625,1.9140625,2408.0
2012-08-08T09:00:00.000000Z,1.9228515625,1.9228515625,1.9228515625,3356.0
2012-08-08T13:00:00.000000Z,1.92041015625,1.9208984375,1.919921875,2620.0
2012-08-08T17:00:00.000000Z,1.92138671875,1.9228515625,1.919921875,942.0
2012-08-08T21:00:00.000000Z,1.92822265625,1.9287109375,1.927734375,1136.0
2012-08-09T01:00:00.000000Z,1.92529296875,1.92578125,1.9248046875,1717.0
2012-08-09T05:00:00.000000Z,1.9267578125,1.9267578125,1.9267578125,2616.0
2012-08-09T09:00:00.000000Z,1.92529296875,1.92578125,1.9248046875,2998.0
2012-08-09T13:00:00.000000Z,1.92626953125,1.9267578125,1.92578125,2842.0
2012-08-09T17:00:00.000000Z,1.92578125,1.9267578125,1.9248046875,726.0
2012-08-09T21:00:00.000000Z,1.92626953125,1.9267578125,1.92578125,766.0
2012-08-10T01:00:00.000000Z,1.9306640625,1.9306640625,1.9306640625,1481.0
2012-08-10T05:00:00.000000Z,1.92626953125,1.9267578125,1.92578125,2240.0
2012-08-10T09:00:00.000000Z,1.92529296875,1.92578125,1.9248046875,2220.0
2012-08-10T13:00:00.000000Z,1.9296875,1.9296875,1.9296875,3628.0
2012-08-10T17:00:00.000000Z,1.92919921875,1.9306640625,1.927734375,651.0
2012-08-10T21:00:00.000000Z,1.92919921875,1.9306640625,1.927734375,1.0
2012-08-12T17:00:00.000000Z,1.93017578125,1.9326171875,1.927734375,225.0
2012-08-12T21:00:00.000000Z,1.93212890625,1.9326171875,1.931640625,741.0
2012-08-13T01:00:00.000000Z,1.93115234375,1.931640625,1.9306640625,758.0
2012-08-13T05:00:00.000000Z,1.93310546875,1.93359375,1.9326171875,1499.0
2012-08-13T09:00:00.000000Z,1.93603515625,1.9365234375,1.935546875,2364.0
2012-08-13T13:00:00.000000Z,1.94140625,1.94140625,1.94140625,2264.0
2012-08-13T17:00:00.000000Z,1.9384765625,1.939453125,1.9375,765.0
2012-08-13T21:00:00.000000Z,1.935546875,1.935546875,1.935546875,806.0
2012-08-14T01:00:00.000000Z,1.93701171875,1.9375,1.9365234375,791.0
2012-08-14T05:00:00.000000Z,1.939453125,1.939453125,1.939453125,2096.0
2012-08-14T09:00:00.000000Z,1.94091796875,1.94140625,1.9404296875,2356.0
2012-08-14T13:00:00.000000Z,1.94580078125,1.9462890625,1.9453125,2832.0
2012-08-14T17:00:00.000000Z,1.9462890625,1.947265625,1.9453125,913.0
2012-08-14T21:00:00.000000Z,1.94873046875,1.94921875,1.9482421875,1052.0
2012-08-15T01:00:00.000000Z,1.94580078125,1.9462890625,1.9453125,798.0
2012-08-15T05:00:00.000000Z,1.94775390625,1.9482421875,1.947265625,1847.0
2012-08-15T09:00:00.000000Z,1.94580078125,1.947265625,1.9443359375,2622.0
2012-08-15T13:00:00.000000Z,1.94384765625,1.9443359375,1.943359375,2360.0
2012-08-15T17:00:00.000000Z,1.943359375,1.9443359375,1.9423828125,547.0
2012-08-15T21:00:00.000000Z,1.94189453125,1.9423828125,1.94140625,599.0
2012-08-16T01:00:00.000000Z,1.94287109375,1.943359375,1.9423828125,804.0
2012-08-16T05:00:00.000000Z,1.9443359375,1.9443359375,1.9443359375,2039.0
2012-08-16T09:00:00.000000Z,1.94384765625,1.9443359375,1.943359375,2810.0
2012-08-16T13:00:00.000000Z,1.94091796875,1.94140625,1.9404296875,2756.0
2012-08-16T17:00:00.000000Z,1.94140625,1.9423828125,1.9404296875,847.0
2012-08-16T21:00:00.000000Z,1.93896484375,1.939453125,1.9384765625,780.0
2012-08-17T01:00:00.000000Z,1.93994140625,1.9404296875,1.939453125,993.0
