time,BNP.CADSGD - CAD/SGD_x,closeAsk,closeBid,volume
2015-06-02T23:15:00.000000Z,1.0859375,1.0869140625,1.0859375,577.0
2015-06-02T23:30:00.000000Z,1.0859375,1.0869140625,1.0859375,446.0
2015-06-02T23:45:00.000000Z,1.0859375,1.0869140625,1.0859375,417.0
2015-06-03T00:00:00.000000Z,1.0869140625,1.0869140625,1.0869140625,723.0
2015-06-03T00:15:00.000000Z,1.0869140625,1.0869140625,1.0869140625,631.0
2015-06-03T00:30:00.000000Z,1.0869140625,1.0869140625,1.0869140625,549.0
2015-06-03T00:45:00.000000Z,1.0869140625,1.0869140625,1.0869140625,388.0
2015-06-03T01:00:00.000000Z,1.0859375,1.0869140625,1.0859375,420.0
2015-06-03T01:15:00.000000Z,1.0859375,1.0869140625,1.0859375,549.0
2015-06-03T01:30:00.000000Z,1.0869140625,1.0869140625,1.0869140625,1066.0
2015-06-03T01:45:00.000000Z,1.0869140625,1.0869140625,1.0869140625,984.0
2015-06-03T02:00:00.000000Z,1.0869140625,1.0869140625,1.0869140625,690.0
2015-06-03T02:15:00.000000Z,1.0859375,1.0869140625,1.0859375,588.0
2015-06-03T02:30:00.000000Z,1.087890625,1.087890625,1.0869140625,412.0
2015-06-03T02:45:00.000000Z,1.0869140625,1.0869140625,1.0869140625,404.0
2015-06-03T03:00:00.000000Z,1.0869140625,1.0869140625,1.0869140625,355.0
2015-06-03T03:15:00.000000Z,1.0869140625,1.0869140625,1.0869140625,244.0
2015-06-03T03:30:00.000000Z,1.0869140625,1.0869140625,1.0869140625,558.0
2015-06-03T03:45:00.000000Z,1.0859375,1.0869140625,1.0859375,602.0
2015-06-03T04:00:00.000000Z,1.0859375,1.0869140625,1.0859375,355.0
2015-06-03T04:15:00.000000Z,1.0869140625,1.0869140625,1.0869140625,393.0
2015-06-03T04:30:00.000000Z,1.0859375,1.0869140625,1.0859375,689.0
2015-06-03T04:45:00.000000Z,1.0859375,1.0859375,1.0859375,612.0
2015-06-03T05:00:00.000000Z,1.0859375,1.0859375,1.0849609375,941.0
2015-06-03T05:15:00.000000Z,1.0859375,1.0859375,1.0859375,557.0
2015-06-03T05:30:00.000000Z,1.0859375,1.0869140625,1.0859375,459.0
2015-06-03T05:45:00.000000Z,1.0859375,1.0859375,1.0859375,874.0
2015-06-03T06:00:00.000000Z,1.0859375,1.0859375,1.0859375,659.0
2015-06-03T06:15:00.000000Z,1.0859375,1.0859375,1.0859375,809.0
2015-06-03T06:30:00.000000Z,1.0859375,1.0859375,1.0859375,910.0
2015-06-03T06:45:00.000000Z,1.0859375,1.0859375,1.0849609375,810.0
2015-06-03T07:00:00.000000Z,1.0859375,1.0859375,1.0849609375,1715.0
2015-06-03T07:15:00.000000Z,1.0849609375,1.0849609375,1.0849609375,1136.0
2015-06-03T07:30:00.000000Z,1.083984375,1.0849609375,1.083984375,1157.0
2015-06-03T07:45:00.000000Z,1.083984375,1.0849609375,1.083984375,1053.0
2015-06-03T08:00:00.000000Z,1.083984375,1.0849609375,1.083984375,962.0
2015-06-03T08:15:00.000000Z,1.083984375,1.0849609375,1.083984375,589.0
2015-06-03T08:30:00.000000Z,1.083984375,1.083984375,1.083984375,1101.0
2015-06-03T08:45:00.000000Z,1.083984375,1.083984375,1.083984375,915.0
2015-06-03T09:00:00.000000Z,1.083984375,1.083984375,1.0830078125,1131.0
2015-06-03T09:15:00.000000Z,1.083984375,1.083984375,1.0830078125,810.0
2015-06-03T09:30:00.000000Z,1.08203125,1.0830078125,1.08203125,839.0
2015-06-03T09:45:00.000000Z,1.08203125,1.08203125,1.08203125,1042.0
2015-06-03T10:00:00.000000Z,1.08203125,1.0830078125,1.08203125,1165.0
2015-06-03T10:15:00.000000Z,1.083984375,1.083984375,1.0830078125,744.0
2015-06-03T10:30:00.000000Z,1.0830078125,1.0830078125,1.0830078125,1016.0
2015-06-03T10:45:00.000000Z,1.08203125,1.0830078125,1.08203125,801.0
2015-06-03T11:00:00.000000Z,1.0830078125,1.0830078125,1.0830078125,931.0
2015-06-03T11:15:00.000000Z,1.083984375,1.083984375,1.0830078125,588.0
2015-06-03T11:30:00.000000Z,1.083984375,1.083984375,1.0830078125,633.0
2015-06-03T11:45:00.000000Z,1.083984375,1.0849609375,1.083984375,977.0
2015-06-03T12:00:00.000000Z,1.083984375,1.083984375,1.0830078125,971.0
2015-06-03T12:15:00.000000Z,1.083984375,1.0849609375,1.08203125,1788.0
2015-06-03T12:30:00.000000Z,1.080078125,1.0810546875,1.080078125,3610.0
2015-06-03T12:45:00.000000Z,1.080078125,1.0810546875,1.080078125,2516.0
2015-06-03T13:00:00.000000Z,1.080078125,1.0810546875,1.080078125,2748.0
2015-06-03T13:15:00.000000Z,1.0810546875,1.0810546875,1.0810546875,2472.0
2015-06-03T13:30:00.000000Z,1.080078125,1.0810546875,1.080078125,2786.0
2015-06-03T13:45:00.000000Z,1.080078125,1.0810546875,1.0791015625,1659.0
2015-06-03T14:00:00.000000Z,1.080078125,1.080078125,1.080078125,3234.0
2015-06-03T14:15:00.000000Z,1.0810546875,1.0810546875,1.0810546875,1636.0
2015-06-03T14:30:00.000000Z,1.080078125,1.080078125,1.080078125,1499.0
2015-06-03T14:45:00.000000Z,1.078125,1.078125,1.078125,1142.0
2015-06-03T15:00:00.000000Z,1.078125,1.0791015625,1.078125,1422.0
2015-06-03T15:15:00.000000Z,1.080078125,1.080078125,1.0791015625,853.0
2015-06-03T15:30:00.000000Z,1.078125,1.0791015625,1.078125,821.0
2015-06-03T15:45:00.000000Z,1.078125,1.078125,1.078125,522.0
2015-06-03T16:00:00.000000Z,1.078125,1.078125,1.078125,1248.0
2015-06-03T16:15:00.000000Z,1.078125,1.0791015625,1.078125,615.0
2015-06-03T16:30:00.000000Z,1.078125,1.0791015625,1.078125,607.0
