time,BNP.USDTWD - USD/TWD_x,closeAsk,closeBid
2012-07-12T13:00:00.000000Z,30.08729,30.10979,30.06479
2012-07-12T17:00:00.000000Z,30.0872,30.1622,30.0122
2012-07-12T21:00:00.000000Z,30.06448,30.13948,29.98948
2012-07-13T01:00:00.000000Z,30.014249999999997,30.03625,29.99225
2012-07-13T05:00:00.000000Z,30.0141,30.0361,29.9921
2012-07-13T09:00:00.000000Z,30.00896,30.04396,29.97396
2012-07-13T13:00:00.000000Z,30.00132,30.03632,29.96632
2012-07-13T17:00:00.000000Z,30.00121,30.05121,29.95121
2012-07-13T21:00:00.000000Z,30.00121,30.05121,29.95121
2012-07-15T17:00:00.000000Z,30.00121,30.05121,29.95121
2012-07-15T21:00:00.000000Z,29.98788,30.03788,29.93788
2012-07-16T01:00:00.000000Z,30.01779,30.03879,29.99679
2012-07-16T05:00:00.000000Z,30.02767,30.04867,30.00667
2012-07-16T09:00:00.000000Z,30.03756,30.05856,30.01656
2012-07-16T13:00:00.000000Z,30.02541,30.04641,30.00441
2012-07-16T17:00:00.000000Z,29.99524,30.07024,29.92024
2012-07-16T21:00:00.000000Z,29.98355,30.05855,29.90855
2012-07-17T01:00:00.000000Z,29.9834,30.0059,29.9609
2012-07-17T05:00:00.000000Z,29.96824,29.99074,29.94574
2012-07-17T09:00:00.000000Z,29.97311,29.99561,29.95061
2012-07-17T13:00:00.000000Z,29.99101,30.01351,29.96851
2012-07-17T17:00:00.000000Z,29.99092,30.06592,29.91592
2012-07-17T21:00:00.000000Z,29.9682,29.9982,29.9382
2012-07-18T01:00:00.000000Z,30.00813,30.02913,29.98713
2012-07-18T05:00:00.000000Z,30.01801,30.03901,29.99701
2012-07-18T09:00:00.000000Z,30.02289,30.04389,30.00189
2012-07-18T13:00:00.000000Z,29.99269,30.01369,29.97169
2012-07-18T17:00:00.000000Z,29.9926,30.0676,29.9176
2012-07-18T21:00:00.000000Z,30.00444,30.07944,29.92944
2012-07-19T01:00:00.000000Z,30.0048,30.0273,29.9823
2012-07-19T05:00:00.000000Z,29.99466,30.01716,29.97216
2012-07-19T09:00:00.000000Z,29.98952,30.01202,29.96702
2012-07-19T13:00:00.000000Z,29.99706,30.01956,29.97456
2012-07-19T17:00:00.000000Z,29.99446,30.06946,29.91946
2012-07-19T21:00:00.000000Z,29.99837,30.07337,29.92337
2012-07-20T01:00:00.000000Z,30.00416,30.02566,29.98266
2012-07-20T05:00:00.000000Z,30.00048,30.02198,29.97898
2012-07-20T09:00:00.000000Z,30.02285,30.04435,30.00135
2012-07-20T13:00:00.000000Z,30.01624,30.03774,29.99474
2012-07-20T17:00:00.000000Z,30.02114,30.07114,29.97114
2012-07-22T17:00:00.000000Z,30.02114,30.07114,29.97114
2012-07-22T21:00:00.000000Z,30.05773,30.08023,30.03523
2012-07-23T01:00:00.000000Z,30.07844,30.10094,30.05594
2012-07-23T05:00:00.000000Z,30.09983,30.12233,30.07733
2012-07-23T09:00:00.000000Z,30.14701,30.16951,30.12451
2012-07-23T13:00:00.000000Z,30.16293,30.18543,30.14043
2012-07-23T17:00:00.000000Z,30.16284,30.23784,30.08784
2012-07-23T21:00:00.000000Z,30.1626,30.1841,30.1411
2012-07-24T01:00:00.000000Z,30.1437,30.1652,30.1222
2012-07-24T05:00:00.000000Z,30.17649,30.19799,30.15499
2012-07-24T09:00:00.000000Z,30.19921,30.22071,30.17771
2012-07-24T13:00:00.000000Z,30.2141,30.2356,30.1926
2012-07-24T17:00:00.000000Z,30.19648,30.27148,30.12148
2012-07-24T21:00:00.000000Z,30.20204,30.27704,30.12704
2012-07-25T01:00:00.000000Z,30.20449,30.22699,30.18199
2012-07-25T05:00:00.000000Z,30.18811,30.21061,30.16561
2012-07-25T09:00:00.000000Z,30.17539,30.19789,30.15289
2012-07-25T13:00:00.000000Z,30.18528,30.20778,30.16278
2012-07-25T17:00:00.000000Z,30.18266,30.25766,30.10766
2012-07-25T21:00:00.000000Z,30.18879,30.21129,30.16629
2012-07-26T01:00:00.000000Z,30.17192,30.19442,30.14942
2012-07-26T05:00:00.000000Z,30.163,30.1855,30.1405
2012-07-26T09:00:00.000000Z,30.09979,30.12229,30.07729
2012-07-26T13:00:00.000000Z,30.11165,30.13415,30.08915
2012-07-26T17:00:00.000000Z,30.10904,30.18404,30.03404
2012-07-26T21:00:00.000000Z,30.10724,30.18224,30.03224
2012-07-27T01:00:00.000000Z,30.09444,30.11694,30.07194
2012-07-27T05:00:00.000000Z,30.10076,30.12326,30.07826
2012-07-27T09:00:00.000000Z,30.09811,30.12061,30.07561
2012-07-27T13:00:00.000000Z,30.05645,30.07895,30.03395
2012-07-27T17:00:00.000000Z,30.0033,30.0533,29.9533
2012-07-29T17:00:00.000000Z,30.0033,30.0533,29.9533
2012-07-29T21:00:00.000000Z,30.05465,30.10465,30.00465
2012-07-30T01:00:00.000000Z,30.05958,30.09458,30.02458
2012-07-30T05:00:00.000000Z,30.07447,30.10947,30.03947
2012-07-30T09:00:00.000000Z,30.03181,30.06681,29.99681
2012-07-30T13:00:00.000000Z,30.03492,30.06992,29.99992
2012-07-30T17:00:00.000000Z,30.03481,30.10981,29.95981
2012-07-30T21:00:00.000000Z,30.03684,30.11184,29.96184
2012-07-31T01:00:00.000000Z,30.03901,30.06151,30.01651
2012-07-31T05:00:00.000000Z,29.97828,30.00078,29.95578
2012-07-31T09:00:00.000000Z,29.91057,29.93307,29.88807
2012-07-31T13:00:00.000000Z,29.95419,29.97669,29.93169
2012-07-31T17:00:00.000000Z,29.95914,30.03414,29.88414
2012-07-31T21:00:00.000000Z,29.9554,29.9779,29.9329
2012-08-01T01:00:00.000000Z,29.94898,29.97148,29.92648
2012-08-01T05:00:00.000000Z,29.94602,29.96852,29.92352
2012-08-01T09:00:00.000000Z,29.94441,29.96691,29.92191
2012-08-01T13:00:00.000000Z,29.95675,29.97925,29.93425
2012-08-01T17:00:00.000000Z,29.99696,30.07196,29.92196
2012-08-01T21:00:00.000000Z,30.009880000000003,30.03238,29.98738
2012-08-02T01:00:00.000000Z,29.96007,29.98257,29.93757
2012-08-02T05:00:00.000000Z,29.97243,29.99493,29.94993
2012-08-02T09:00:00.000000Z,29.97001,29.99251,29.94751
2012-08-02T13:00:00.000000Z,30.038919999999997,30.06142,30.01642
2012-08-02T17:00:00.000000Z,30.03884,30.11384,29.96384
2012-08-02T21:00:00.000000Z,30.04056,30.06306,30.01806
2012-08-03T01:00:00.000000Z,30.01948,30.04198,29.99698
2012-08-03T05:00:00.000000Z,29.94928,29.97178,29.92678
2012-08-03T09:00:00.000000Z,29.939120000000003,29.96162,29.91662
2012-08-03T13:00:00.000000Z,29.90799,29.93049,29.88549
2012-08-03T17:00:00.000000Z,29.9079,29.9579,29.8579
2012-08-05T17:00:00.000000Z,29.9079,29.9579,29.8579
