time,BNP.CHFHKD - CHF/HKD_x,closeAsk,closeBid,volume
2015-06-01T04:45:00.000000Z,8.2265625,8.2265625,8.2265625,53.0
2015-06-01T05:00:00.000000Z,8.21875,8.2265625,8.21875,53.0
2015-06-01T05:15:00.000000Z,8.2265625,8.2265625,8.2265625,108.0
2015-06-01T05:30:00.000000Z,8.21875,8.21875,8.21875,146.0
2015-06-01T05:45:00.000000Z,8.21875,8.21875,8.21875,382.0
2015-06-01T06:00:00.000000Z,8.2109375,8.2109375,8.2109375,337.0
2015-06-01T06:15:00.000000Z,8.203125,8.203125,8.1953125,303.0
2015-06-01T06:30:00.000000Z,8.2109375,8.2109375,8.2109375,302.0
2015-06-01T06:45:00.000000Z,8.203125,8.203125,8.203125,369.0
2015-06-01T07:00:00.000000Z,8.1953125,8.1953125,8.1953125,548.0
2015-06-01T07:15:00.000000Z,8.1875,8.1953125,8.1875,600.0
2015-06-01T07:30:00.000000Z,8.1875,8.1953125,8.1875,518.0
2015-06-01T07:45:00.000000Z,8.1875,8.1953125,8.1875,434.0
2015-06-01T08:00:00.000000Z,8.1953125,8.1953125,8.1953125,352.0
2015-06-01T08:15:00.000000Z,8.1953125,8.1953125,8.1953125,341.0
2015-06-01T08:30:00.000000Z,8.1875,8.1875,8.1875,463.0
2015-06-01T08:45:00.000000Z,8.1875,8.1875,8.1875,384.0
2015-06-01T09:00:00.000000Z,8.1875,8.1953125,8.1875,412.0
2015-06-01T09:15:00.000000Z,8.1953125,8.1953125,8.1953125,477.0
2015-06-01T09:30:00.000000Z,8.203125,8.203125,8.1953125,335.0
2015-06-01T09:45:00.000000Z,8.1953125,8.1953125,8.1953125,164.0
2015-06-01T10:00:00.000000Z,8.1875,8.1875,8.1875,241.0
2015-06-01T10:15:00.000000Z,8.1953125,8.1953125,8.1953125,180.0
2015-06-01T10:30:00.000000Z,8.203125,8.203125,8.203125,211.0
2015-06-01T10:45:00.000000Z,8.203125,8.203125,8.203125,181.0
2015-06-01T11:00:00.000000Z,8.203125,8.203125,8.1953125,310.0
2015-06-01T11:15:00.000000Z,8.203125,8.203125,8.1953125,383.0
2015-06-01T11:30:00.000000Z,8.203125,8.203125,8.203125,475.0
2015-06-01T11:45:00.000000Z,8.2109375,8.2109375,8.2109375,391.0
2015-06-01T12:00:00.000000Z,8.21875,8.21875,8.2109375,505.0
2015-06-01T12:15:00.000000Z,8.21875,8.21875,8.2109375,465.0
2015-06-01T12:30:00.000000Z,8.2265625,8.2265625,8.2265625,598.0
2015-06-01T12:45:00.000000Z,8.21875,8.21875,8.21875,357.0
2015-06-01T13:00:00.000000Z,8.234375,8.234375,8.234375,397.0
2015-06-01T13:15:00.000000Z,8.2421875,8.2421875,8.2421875,516.0
2015-06-01T13:30:00.000000Z,8.2421875,8.2421875,8.2421875,485.0
2015-06-01T13:45:00.000000Z,8.234375,8.2421875,8.234375,387.0
2015-06-01T14:00:00.000000Z,8.21875,8.21875,8.2109375,1100.0
2015-06-01T14:15:00.000000Z,8.203125,8.2109375,8.203125,513.0
2015-06-01T14:30:00.000000Z,8.2109375,8.2109375,8.2109375,607.0
2015-06-01T14:45:00.000000Z,8.1953125,8.1953125,8.1953125,573.0
2015-06-01T15:00:00.000000Z,8.1875,8.1953125,8.1875,605.0
2015-06-01T15:15:00.000000Z,8.1875,8.1875,8.1796875,352.0
2015-06-01T15:30:00.000000Z,8.1875,8.1953125,8.1875,314.0
2015-06-01T15:45:00.000000Z,8.1875,8.1953125,8.1875,279.0
2015-06-01T16:00:00.000000Z,8.1875,8.1875,8.1875,174.0
2015-06-01T16:15:00.000000Z,8.1875,8.1875,8.1875,193.0
2015-06-01T16:30:00.000000Z,8.1953125,8.1953125,8.1953125,197.0
2015-06-01T16:45:00.000000Z,8.1953125,8.1953125,8.1953125,207.0
2015-06-01T17:00:00.000000Z,8.1953125,8.1953125,8.1953125,171.0
2015-06-01T17:15:00.000000Z,8.203125,8.203125,8.203125,143.0
2015-06-01T17:30:00.000000Z,8.2109375,8.2109375,8.2109375,207.0
2015-06-01T17:45:00.000000Z,8.203125,8.203125,8.1953125,174.0
