time,BNP.CADJPY - CAD/JPY_x,closeAsk,closeBid,volume
2015-06-04T03:15:00.000000Z,99.9375,99.9375,99.9375,450.0
2015-06-04T03:30:00.000000Z,99.9375,99.9375,99.9375,861.0
2015-06-04T03:45:00.000000Z,99.875,99.9375,99.875,657.0
2015-06-04T04:00:00.000000Z,99.9375,99.9375,99.9375,620.0
2015-06-04T04:15:00.000000Z,99.9375,99.9375,99.9375,667.0
2015-06-04T04:30:00.000000Z,99.875,99.9375,99.875,404.0
2015-06-04T04:45:00.000000Z,99.9375,99.9375,99.9375,655.0
2015-06-04T05:00:00.000000Z,99.75,99.8125,99.75,1114.0
2015-06-04T05:15:00.000000Z,99.8125,99.8125,99.8125,772.0
2015-06-04T05:30:00.000000Z,99.8125,99.8125,99.8125,888.0
2015-06-04T05:45:00.000000Z,99.75,99.75,99.75,768.0
2015-06-04T06:00:00.000000Z,99.75,99.75,99.75,1486.0
2015-06-04T06:15:00.000000Z,99.75,99.8125,99.75,1606.0
2015-06-04T06:30:00.000000Z,99.625,99.625,99.5625,2272.0
2015-06-04T06:45:00.000000Z,99.625,99.625,99.625,2338.0
2015-06-04T07:00:00.000000Z,99.625,99.625,99.625,1423.0
2015-06-04T07:15:00.000000Z,99.5,99.5625,99.5,987.0
2015-06-04T07:30:00.000000Z,99.6875,99.6875,99.6875,1486.0
2015-06-04T07:45:00.000000Z,99.5625,99.5625,99.5625,1616.0
2015-06-04T08:00:00.000000Z,99.5,99.5,99.5,2680.0
2015-06-04T08:15:00.000000Z,99.5,99.5,99.5,2920.0
2015-06-04T08:30:00.000000Z,99.5,99.5,99.5,2982.0
2015-06-04T08:45:00.000000Z,99.5625,99.5625,99.5625,2652.0
2015-06-04T09:00:00.000000Z,99.5,99.5625,99.5,2342.0
2015-06-04T09:15:00.000000Z,99.625,99.625,99.5625,1805.0
2015-06-04T09:30:00.000000Z,99.625,99.625,99.625,1506.0
2015-06-04T09:45:00.000000Z,99.625,99.6875,99.625,1448.0
2015-06-04T10:00:00.000000Z,99.75,99.75,99.6875,1164.0
2015-06-04T10:15:00.000000Z,99.75,99.75,99.75,1324.0
2015-06-04T10:30:00.000000Z,99.625,99.6875,99.625,1300.0
2015-06-04T10:45:00.000000Z,99.6875,99.6875,99.6875,998.0
2015-06-04T11:00:00.000000Z,99.625,99.625,99.625,1460.0
2015-06-04T11:15:00.000000Z,99.6875,99.6875,99.6875,1524.0
2015-06-04T11:30:00.000000Z,99.75,99.75,99.6875,1431.0
2015-06-04T11:45:00.000000Z,99.6875,99.6875,99.6875,1514.0
2015-06-04T12:00:00.000000Z,99.6875,99.6875,99.6875,1712.0
2015-06-04T12:15:00.000000Z,99.75,99.8125,99.6875,1382.0
2015-06-04T12:30:00.000000Z,99.625,99.625,99.625,3568.0
2015-06-04T12:45:00.000000Z,99.75,99.75,99.75,2482.0
2015-06-04T13:00:00.000000Z,99.625,99.6875,99.625,2076.0
2015-06-04T13:15:00.000000Z,99.625,99.625,99.5625,2902.0
2015-06-04T13:30:00.000000Z,99.5625,99.5625,99.5625,3740.0
2015-06-04T13:45:00.000000Z,99.625,99.625,99.5625,2996.0
2015-06-04T14:00:00.000000Z,99.625,99.625,99.625,3368.0
2015-06-04T14:15:00.000000Z,99.625,99.625,99.625,1837.0
2015-06-04T14:30:00.000000Z,99.625,99.625,99.5625,1912.0
2015-06-04T14:45:00.000000Z,99.875,99.875,99.875,2034.0
2015-06-04T15:00:00.000000Z,99.875,99.875,99.8125,2152.0
2015-06-04T15:15:00.000000Z,99.875,99.875,99.875,1542.0
2015-06-04T15:30:00.000000Z,99.8125,99.8125,99.8125,1766.0
2015-06-04T15:45:00.000000Z,99.875,99.875,99.8125,1218.0
2015-06-04T16:00:00.000000Z,99.8125,99.8125,99.8125,876.0
2015-06-04T16:15:00.000000Z,99.875,99.875,99.8125,724.0
2015-06-04T16:30:00.000000Z,99.8125,99.8125,99.8125,1001.0
2015-06-04T16:45:00.000000Z,99.8125,99.8125,99.8125,1477.0
2015-06-04T17:00:00.000000Z,99.8125,99.8125,99.8125,904.0
